workload,strategy,run,latency_p50,latency_p95,latency_p99,throughput,delivery_rate,routing_overhead_ms,cpu_percent,memory_mb
W2,adaptroute,30,2.628000,3.945000,6.963000,258.1978,1.000000,0.000311,0.0000,0.0000
W3,kafka_only,1,2.439000,3.643000,5.342000,347.2624,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,2,2.445000,3.495000,3.886000,356.0831,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,3,2.364000,3.400000,3.779000,356.6758,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,4,2.382000,3.451000,4.129000,356.5910,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,5,2.349000,3.493000,4.490000,353.9405,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,6,2.378000,3.458000,4.023000,356.0408,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,7,2.349000,3.346000,3.715000,360.1008,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,8,2.442000,3.573000,4.694000,353.6485,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,9,2.435000,3.527000,4.564000,352.8997,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,10,2.346000,3.448000,3.922000,357.1003,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,11,2.347000,3.414000,4.273000,354.5680,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,12,2.412000,3.522000,4.181000,356.2099,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,13,2.353000,3.468000,4.491000,355.3660,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,14,2.351000,3.390000,3.722000,361.5765,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,15,2.434000,3.488000,3.949000,357.6112,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,16,2.377000,3.442000,3.863000,358.3801,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,17,2.347000,3.369000,3.728000,361.6201,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,18,2.403000,3.509000,4.112000,354.9456,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,19,2.360000,3.449000,3.820000,359.3675,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,20,2.384000,3.407000,4.115000,359.7122,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,21,2.332000,3.372000,3.734000,360.7504,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,22,2.394000,3.449000,3.836000,358.7229,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,23,2.377000,3.417000,4.179000,354.7777,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,24,2.377000,3.426000,3.915000,356.7182,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,25,2.468000,3.490000,3.849000,355.4924,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,26,2.337000,3.421000,4.071000,356.3792,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,27,2.364000,3.404000,3.766000,361.4022,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,28,2.396000,3.487000,4.357000,357.2705,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,29,2.364000,3.436000,3.815000,360.7504,1.000000,0.000000,0.0000,0.0000
W3,kafka_only,30,2.405000,3.451000,3.852000,358.9375,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,1,2.281000,3.124000,3.512000,348.3511,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,2,2.327000,3.151000,3.367000,347.6649,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,3,2.334000,3.138000,3.395000,347.7455,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,4,2.408000,3.443000,4.783000,342.7005,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,5,2.515000,3.401000,4.672000,338.0282,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,6,2.330000,3.189000,3.460000,348.6750,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,7,2.386000,3.282000,4.495000,342.4267,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,8,2.348000,3.180000,3.449000,346.9411,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,9,2.303000,3.149000,3.424000,346.4603,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,10,2.321000,3.129000,3.427000,346.0208,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,11,2.320000,3.147000,3.396000,346.1006,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,12,2.342000,3.157000,3.425000,345.2244,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,13,2.368000,3.205000,3.501000,346.7406,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,14,2.314000,3.181000,3.476000,348.1894,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,15,2.387000,3.214000,3.562000,344.4317,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,16,2.339000,3.171000,3.428000,348.5130,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,17,2.309000,3.149000,3.389000,348.4725,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,18,2.287000,3.145000,3.406000,348.5535,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,19,2.360000,3.150000,3.381000,345.6221,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,20,2.319000,3.207000,4.015000,344.7483,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,21,2.332000,3.153000,3.452000,347.9068,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,22,2.392000,3.164000,3.395000,347.0615,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,23,2.358000,3.154000,3.377000,347.7858,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,24,2.335000,3.176000,3.424000,347.5843,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,25,2.324000,3.144000,3.357000,348.0278,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,26,2.315000,3.200000,3.805000,346.5003,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,27,2.407000,3.208000,3.493000,343.7214,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,28,2.324000,3.147000,3.429000,348.5535,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,29,2.384000,3.190000,3.521000,346.1405,1.000000,0.000000,0.0000,0.0000
W3,rabbitmq_only,30,2.361000,3.186000,3.484000,345.9410,1.000000,0.000000,0.0000,0.0000
W3,static_split,1,2.319000,3.257000,3.678000,355.4924,1.000000,0.000000,0.0000,0.0000
W3,static_split,2,2.305000,3.213000,3.514000,354.9036,1.000000,0.000000,0.0000,0.0000
W3,static_split,3,2.321000,3.310000,3.856000,352.7752,1.000000,0.000000,0.0000,0.0000
W3,static_split,4,2.309000,3.260000,3.599000,354.3168,1.000000,0.000000,0.0000,0.0000
W3,static_split,5,2.336000,3.302000,3.593000,352.6922,1.000000,0.000000,0.0000,0.0000
W3,static_split,6,2.307000,3.256000,3.560000,355.4081,1.000000,0.000000,0.0000,0.0000
W3,static_split,7,2.380000,3.339000,4.018000,347.5038,1.000000,0.000000,0.0000,0.0000
W3,static_split,8,2.330000,3.347000,4.540000,351.5350,1.000000,0.000000,0.0000,0.0000
W3,static_split,9,2.395000,3.448000,4.434000,349.8950,1.000000,0.000000,0.0000,0.0000
W3,static_split,10,2.461000,3.573000,4.916000,344.2341,1.000000,0.000000,0.0000,0.0000
W3,static_split,11,2.326000,3.301000,3.681000,355.5345,1.000000,0.000000,0.0000,0.0000
W3,static_split,12,2.371000,3.327000,3.616000,354.7357,1.000000,0.000000,0.0000,0.0000
W3,static_split,13,2.296000,3.299000,3.679000,352.4850,1.000000,0.000000,0.0000,0.0000
W3,static_split,14,2.271000,3.189000,3.537000,355.8719,1.000000,0.000000,0.0000,0.0000
W3,static_split,15,2.300000,3.236000,3.597000,353.4402,1.000000,0.000000,0.0000,0.0000
W3,static_split,16,2.327000,3.272000,3.655000,354.5680,1.000000,0.000000,0.0000,0.0000
W3,static_split,17,2.355000,3.363000,3.797000,353.8570,1.000000,0.000000,0.0000,0.0000
W3,static_split,18,2.351000,3.309000,3.736000,353.1073,1.000000,0.000000,0.0000,0.0000
W3,static_split,19,2.327000,3.338000,3.960000,351.0004,1.000000,0.000000,0.0000,0.0000
W3,static_split,20,2.295000,3.214000,3.534000,355.7453,1.000000,0.000000,0.0000,0.0000
W3,static_split,21,2.291000,3.220000,3.490000,354.3586,1.000000,0.000000,0.0000,0.0000
W3,static_split,22,2.323000,3.372000,4.547000,348.4725,1.000000,0.000000,0.0000,0.0000
W3,static_split,23,2.300000,3.246000,3.607000,354.1076,1.000000,0.000000,0.0000,0.0000
W3,static_split,24,2.283000,3.220000,3.534000,355.8297,1.000000,0.000000,0.0000,0.0000
W3,static_split,25,2.271000,3.242000,3.539000,355.0296,1.000000,0.000000,0.0000,0.0000
W3,static_split,26,2.271000,3.152000,3.489000,354.5261,1.000000,0.000000,0.0000,0.0000
W3,static_split,27,2.296000,3.247000,3.666000,354.3168,1.000000,0.000000,0.0000,0.0000
W3,static_split,28,2.261000,3.193000,3.539000,354.2749,1.000000,0.000000,0.0000,0.0000
W3,static_split,29,2.319000,3.275000,3.642000,351.0825,1.000000,0.000000,0.0000,0.0000
W3,static_split,30,2.271000,3.141000,3.463000,354.4005,1.000000,0.000000,0.0000,0.0000
W3,adaptroute,1,2.382000,3.172000,3.432000,346.4203,1.000000,0.000135,0.0000,0.0000
W3,adaptroute,2,2.368000,3.198000,3.470000,348.5940,1.000000,0.000169,0.0000,0.0000
W3,adaptroute,3,2.388000,3.184000,3.459000,347.8664,1.000000,0.000156,0.0000,0.0000
W3,adaptroute,4,2.451000,3.208000,3.433000,344.3921,1.000000,0.000173,0.0000,0.0000
W3,adaptroute,5,2.345000,3.221000,3.955000,344.8672,1.000000,0.000149,0.0000,0.0000
W3,adaptroute,6,2.361000,3.180000,3.440000,346.0607,1.000000,0.000268,0.0000,0.0000
W3,adaptroute,7,2.386000,3.183000,3.498000,346.6205,1.000000,0.000152,0.0000,0.0000
W3,adaptroute,8,2.305000,3.135000,3.379000,347.8664,1.000000,0.000076,0.0000,0.0000
W3,adaptroute,9,2.383000,3.169000,3.418000,346.7006,1.000000,0.000108,0.0000,0.0000
W3,adaptroute,10,2.331000,3.211000,3.467000,347.7858,1.000000,0.000133,0.0000,0.0000
W3,adaptroute,11,2.366000,3.224000,4.119000,343.7214,1.000000,0.000188,0.0000,0.0000
W3,adaptroute,12,2.448000,3.243000,3.445000,345.6221,1.000000,0.000174,0.0000,0.0000
W3,adaptroute,13,2.365000,3.216000,3.494000,346.8208,1.000000,0.000148,0.0000,0.0000
W3,adaptroute,14,2.551000,3.659000,6.394000,331.3087,1.000000,0.000632,0.0000,0.0000
W3,adaptroute,15,2.404000,3.329000,4.331000,343.9578,1.000000,0.000579,0.0000,0.0000
W3,adaptroute,16,2.385000,3.221000,3.530000,345.7018,1.000000,0.000192,0.0000,0.0000
W3,adaptroute,17,2.376000,3.214000,3.579000,346.0607,1.000000,0.000160,0.0000,0.0000
W3,adaptroute,18,2.333000,3.189000,3.435000,347.5038,1.000000,0.000113,0.0000,0.0000
W3,adaptroute,19,2.335000,3.168000,3.397000,346.3403,1.000000,0.000090,0.0000,0.0000
W3,adaptroute,20,2.336000,3.144000,3.411000,346.7006,1.000000,0.000156,0.0000,0.0000
W3,adaptroute,21,2.281000,3.093000,3.338000,349.0401,1.000000,0.000066,0.0000,0.0000
W3,adaptroute,22,2.343000,3.168000,3.396000,346.7406,1.000000,0.000105,0.0000,0.0000
W3,adaptroute,23,2.369000,3.193000,3.467000,346.9010,1.000000,0.000147,0.0000,0.0000
W3,adaptroute,24,2.404000,3.222000,3.717000,345.1847,1.000000,0.000152,0.0000,0.0000
W3,adaptroute,25,2.447000,3.265000,3.551000,346.4203,1.000000,0.000174,0.0000,0.0000
W3,adaptroute,26,2.429000,3.221000,3.524000,346.9813,1.000000,0.000193,0.0000,0.0000
W3,adaptroute,27,2.334000,3.188000,3.477000,347.3830,1.000000,0.000116,0.0000,0.0000
W3,adaptroute,28,2.310000,3.148000,3.402000,348.0278,1.000000,0.000097,0.0000,0.0000
W3,adaptroute,29,2.324000,3.155000,3.389000,348.4725,1.000000,0.000089,0.0000,0.0000
W3,adaptroute,30,2.347000,3.190000,3.499000,345.3039,1.000000,0.000104,0.0000,0.0000
W4,kafka_only,1,2.682000,3.757000,5.213000,162.9461,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,2,2.721000,4.142000,7.020000,163.3720,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,3,2.783000,4.092000,5.672000,164.6091,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,4,2.721000,3.806000,5.855000,164.3385,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,5,2.780000,4.382000,5.841000,163.9882,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,6,2.816000,4.495000,7.217000,162.7339,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,7,2.737000,3.937000,5.983000,163.8807,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,8,2.674000,4.003000,6.241000,162.4168,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,9,2.626000,3.838000,6.143000,164.6362,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,10,2.779000,3.842000,6.052000,162.5752,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,11,2.642000,3.650000,5.519000,165.3713,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,12,2.718000,4.361000,7.637000,159.0078,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,13,2.704000,3.852000,5.697000,165.3713,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,14,2.850000,4.122000,5.950000,162.4431,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,15,2.667000,3.678000,4.721000,162.2323,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,16,2.603000,3.824000,5.568000,163.2387,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,17,2.706000,4.185000,5.970000,161.3684,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,18,2.577000,3.698000,6.582000,164.2036,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,19,2.693000,3.988000,6.309000,161.4205,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,20,2.614000,3.714000,5.468000,163.1055,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,21,2.706000,3.749000,4.930000,162.6016,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,22,2.651000,3.700000,4.571000,164.3926,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,23,2.790000,4.113000,5.760000,164.0958,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,24,2.704000,3.857000,5.530000,163.2920,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,25,2.840000,4.984000,8.295000,163.3453,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,26,2.773000,4.249000,6.466000,163.9344,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,27,2.761000,4.950000,7.879000,161.3684,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,28,2.818000,4.402000,6.500000,163.3186,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,29,2.754000,3.856000,5.212000,165.7001,1.000000,0.000000,0.0000,0.0000
W4,kafka_only,30,2.781000,4.070000,6.542000,163.0523,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,1,2.685000,3.694000,4.100000,165.8650,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,2,2.719000,3.610000,3.896000,165.0165,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,3,2.691000,3.641000,4.759000,165.1800,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,4,2.715000,3.860000,5.019000,165.0165,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,5,2.652000,3.607000,4.433000,165.9751,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,6,2.668000,3.553000,3.870000,165.3166,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,7,2.659000,3.612000,4.507000,165.0982,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,8,2.668000,3.641000,4.286000,165.6452,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,9,2.622000,3.680000,5.171000,164.9621,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,10,2.692000,3.613000,3.948000,166.3617,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,11,2.734000,3.670000,4.596000,164.9621,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,12,2.734000,3.687000,4.721000,164.5820,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,13,2.690000,3.676000,4.321000,166.4170,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,14,2.702000,3.719000,4.803000,165.6178,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,15,2.715000,3.692000,4.887000,164.4196,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,16,2.715000,3.752000,4.688000,165.4807,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,17,2.707000,3.640000,5.147000,165.6726,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,18,2.699000,3.764000,5.577000,163.9076,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,19,2.717000,3.620000,3.878000,165.1800,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,20,2.637000,3.615000,4.084000,164.6904,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,21,2.724000,3.716000,4.933000,165.2893,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,22,2.657000,3.769000,5.162000,165.4260,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,23,2.731000,3.650000,3.899000,164.9349,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,24,2.678000,3.656000,4.011000,166.0302,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,25,2.686000,3.648000,4.572000,165.7825,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,26,2.681000,3.668000,4.345000,164.8261,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,27,2.680000,3.705000,4.604000,164.7446,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,28,2.731000,3.717000,4.489000,164.5007,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,29,2.697000,3.633000,3.874000,166.3894,1.000000,0.000000,0.0000,0.0000
W4,rabbitmq_only,30,2.751000,3.899000,6.327000,164.8261,1.000000,0.000000,0.0000,0.0000
W4,static_split,1,2.824000,5.540000,12.325000,159.6934,1.000000,0.000000,0.0000,0.0000
W4,static_split,2,2.834000,4.285000,6.231000,162.3904,1.000000,0.000000,0.0000,0.0000
W4,static_split,3,2.671000,3.673000,4.377000,165.1528,1.000000,0.000000,0.0000,0.0000
W4,static_split,4,2.705000,3.845000,6.095000,163.9882,1.000000,0.000000,0.0000,0.0000
W4,static_split,5,2.719000,3.987000,6.207000,162.4959,1.000000,0.000000,0.0000,0.0000
W4,static_split,6,2.694000,3.743000,5.734000,162.9992,1.000000,0.000000,0.0000,0.0000
W4,static_split,7,2.711000,3.826000,5.727000,162.3904,1.000000,0.000000,0.0000,0.0000
W4,static_split,8,2.608000,3.627000,5.109000,164.8533,1.000000,0.000000,0.0000,0.0000
W4,static_split,9,2.758000,4.094000,6.378000,162.4695,1.000000,0.000000,0.0000,0.0000
W4,static_split,10,2.664000,3.902000,5.517000,165.5355,1.000000,0.000000,0.0000,0.0000
W4,static_split,11,2.825000,3.964000,6.254000,163.3453,1.000000,0.000000,0.0000,0.0000
W4,static_split,12,2.747000,4.361000,6.313000,164.9077,1.000000,0.000000,0.0000,0.0000
W4,static_split,13,2.862000,5.190000,9.485000,161.0306,1.000000,0.000000,0.0000,0.0000
W4,static_split,14,2.748000,3.971000,6.293000,162.9992,1.000000,0.000000,0.0000,0.0000
W4,static_split,15,2.805000,4.758000,8.873000,161.0047,1.000000,0.000000,0.0000,0.0000
W4,static_split,16,2.782000,4.203000,7.325000,164.2845,1.000000,0.000000,0.0000,0.0000
W4,static_split,17,2.689000,4.049000,6.221000,164.5007,1.000000,0.000000,0.0000,0.0000
W4,static_split,18,2.714000,3.804000,5.106000,164.2306,1.000000,0.000000,0.0000,0.0000
W4,static_split,19,2.688000,3.762000,4.979000,163.1055,1.000000,0.000000,0.0000,0.0000
W4,static_split,20,2.730000,3.879000,6.620000,162.9992,1.000000,0.000000,0.0000,0.0000
W4,static_split,21,2.706000,3.851000,5.907000,164.2306,1.000000,0.000000,0.0000,0.0000
W4,static_split,22,2.713000,4.108000,6.609000,161.0306,1.000000,0.000000,0.0000,0.0000
W4,static_split,23,2.698000,4.248000,7.029000,162.3640,1.000000,0.000000,0.0000,0.0000
W4,static_split,24,2.656000,3.682000,5.902000,163.9344,1.000000,0.000000,0.0000,0.0000
W4,static_split,25,2.707000,3.891000,5.418000,163.6929,1.000000,0.000000,0.0000,0.0000
W4,static_split,26,2.723000,4.162000,6.033000,161.9433,1.000000,0.000000,0.0000,0.0000
W4,static_split,27,2.733000,4.041000,7.645000,161.2903,1.000000,0.000000,0.0000,0.0000
W4,static_split,28,2.793000,4.237000,6.402000,163.2387,1.000000,0.000000,0.0000,0.0000
W4,static_split,29,2.774000,4.026000,6.046000,163.6929,1.000000,0.000000,0.0000,0.0000
W4,static_split,30,2.797000,3.852000,5.126000,164.8261,1.000000,0.000000,0.0000,0.0000
W4,adaptroute,1,2.709000,3.928000,7.453000,162.5752,1.000000,0.001249,0.0000,0.0000
W4,adaptroute,2,2.804000,4.480000,7.446000,161.9958,1.000000,0.000620,0.0000,0.0000
W4,adaptroute,3,2.678000,3.842000,6.347000,163.1588,1.000000,0.000491,0.0000,0.0000
W4,adaptroute,4,2.703000,4.347000,6.754000,160.7200,1.000000,0.000479,0.0000,0.0000
W4,adaptroute,5,2.638000,3.580000,5.043000,164.4737,1.000000,0.000366,0.0000,0.0000
W4,adaptroute,6,2.731000,4.006000,6.022000,162.4695,1.000000,0.000500,0.0000,0.0000
W4,adaptroute,7,2.714000,3.919000,6.802000,163.9344,1.000000,0.000411,0.0000,0.0000
W4,adaptroute,8,2.690000,3.895000,6.960000,160.6942,1.000000,0.000419,0.0000,0.0000
W4,adaptroute,9,2.687000,3.907000,5.457000,165.0710,1.000000,0.000447,0.0000,0.0000
W4,adaptroute,10,2.805000,4.333000,7.308000,163.3453,1.000000,0.000408,0.0000,0.0000
W4,adaptroute,11,2.783000,4.247000,6.245000,163.3720,1.000000,0.000531,0.0000,0.0000
W4,adaptroute,12,2.683000,3.849000,5.164000,165.2346,1.000000,0.000382,0.0000,0.0000
W4,adaptroute,13,2.685000,3.998000,5.715000,162.8930,1.000000,0.000520,0.0000,0.0000
W4,adaptroute,14,2.672000,3.748000,4.274000,166.0578,1.000000,0.000413,0.0000,0.0000
W4,adaptroute,15,2.693000,3.759000,5.109000,163.4254,1.000000,0.000442,0.0000,0.0000
W4,adaptroute,16,2.547000,3.630000,4.612000,164.3385,1.000000,0.000392,0.0000,0.0000
W4,adaptroute,17,2.763000,4.135000,5.723000,161.4466,1.000000,0.000666,0.0000,0.0000
W4,adaptroute,18,2.654000,3.693000,5.137000,164.9893,1.000000,0.000458,0.0000,0.0000
W4,adaptroute,19,2.757000,3.941000,5.620000,163.0523,1.000000,0.000746,0.0000,0.0000
W4,adaptroute,20,2.744000,3.929000,6.185000,163.7197,1.000000,0.000600,0.0000,0.0000
W4,adaptroute,21,2.733000,4.136000,6.399000,163.9076,1.000000,0.000441,0.0000,0.0000
W4,adaptroute,22,2.776000,4.185000,6.057000,163.7733,1.000000,0.000702,0.0000,0.0000
W4,adaptroute,23,2.644000,3.697000,5.120000,164.9621,1.000000,0.000419,0.0000,0.0000
W4,adaptroute,24,2.727000,3.889000,5.448000,163.5590,1.000000,0.000558,0.0000,0.0000
W4,adaptroute,25,2.649000,3.970000,6.486000,163.3987,1.000000,0.001078,0.0000,0.0000
W4,adaptroute,26,2.759000,4.001000,5.691000,162.8399,1.000000,0.000572,0.0000,0.0000
W4,adaptroute,27,2.676000,3.732000,5.446000,163.3987,1.000000,0.000480,0.0000,0.0000
W4,adaptroute,28,2.759000,4.191000,7.235000,161.8909,1.000000,0.000560,0.0000,0.0000
W4,adaptroute,29,2.680000,3.761000,5.898000,163.9882,1.000000,0.000461,0.0000,0.0000
W4,adaptroute,30,2.815000,5.507000,10.131000,161.1863,1.000000,0.000512,0.0000,0.0000
